SampleID,SampleType,Ext.date,PCR.date,Seq.date,ID_Number,Date,Time,Season,General_Loc,Biszone,Lat,Long,Species
BIS131,sample,20240429,20240501,20240726,131,17-02-2023,13:00:00,Winter,Panther Valley,Y,51.582551,-115.677286,Bison
BIS2,sample,20220921,20220928,20221013,2,2010-05-22,20:15:00,Spring,NA,Y,51.66519,-115.837124,Bison
BIS355,sample,20240611,20240618,20240726,355,2024-02-25,12:00:00,Winter,Panther East Jct Trail,Y,51.59199,-115.655437,Bison
BIS372,sample,20240611,20240618,20240726,372,2024-02-25,12:55:00,Winter,Middle Panther,Y,51.591958,-115.656735,Bison
BIS380,sample,20240611,20240618,20240726,380,2024-02-25,13:00:00,Winter,Panther East Jct Trail,Y,51.591878,-115.656766,Bison
BIS411,sample,20240611,20240618,20240726,411,2023-10-18,14:24:00,Winter,Tyrell,Y,51.539728,-115.730763,Bison
BIS419,sample,20240611,20240618,20240726,419,2024-01-26,08:30:00,Winter,Scotch,Y,51.662614,-115.840313,Bison
BIS427,sample,20240611,20240618,20240726,427,2024-01-26,NA,Winter,Scotch,Y,51.667096,-115.835224,Bison
BIS432,sample,20240611,20240618,20240726,432,2023-10-18,14:20:00,Winter,Tyrell,Y,51.673731,-115.794268,Bison
BIS435,sample,20240611,20240618,20240726,435,2020-03-15,NA,Winter,Tyrell,Y,51.673439,-115.784154,Bison
BIS462,sample,20240611,20240618,20240726,462,2020-02-27,NA,Winter,Scotch,Y,51.667395 ,-115.837357,Bison
BIS464,sample,20240611,20240618,20240726,464,2021-01-12,NA,Winter,Scotch,Y,51.662614,-115.840313,Bison
BIS466,sample,20240611,20240618,20240726,466,2023-11-10,10:35:00,Winter,Middle Panther,Y,51.588116,-115.654163,Bison
BIS470,sample,20240611,20240618,20240726,470,2020-02-28,NA,Winter,Scotch,Y,51.664324,-115.832317,Bison
BIS56,sample,20220921,20220928,20221013,56,25-7-2022,16:35:00,Summer,Divide Pass,Y,51.7395742,-115.9223924,Bison
BIS59,sample,20220921,20220928,20221013,59,26-07-2022,10:25:00,Summer,Divide Cabin,Y,51.725379,-115.907317,Bison
BIS72,sample,20220921,20220928,20221013,72,10-8-2022,11:45:00,Summer,Tyrell Slopes,Y,51.6835981,-115.8079704,Bison
BIS9,sample,20220921,20220928,20221013,9,12-5-2022,18:15:00,Spring,Tyrell Flats,Y,51.675648,-115.782128,Bison
ELK16,sample,20220921,20220928,20221013,16,28-5-2022,09:50:00,Spring,Barrier Drift Fence North,Y,51.617483,-115.595718,Elk
ELK17,sample,20220921,20220928,20221013,17,19-5-2022,11:30:00,Spring,NA,N,51.740518,-115.552423,Elk
ELK24,sample,20220921,20220928,20221013,24,6-6-2022,11:30:00,Spring,Mare Flat,N,51.733929,-115.551852,Elk
ELK44,sample,20240219,20240221,20240304,44,13-6-2022,10:20:00,Spring,Main Pasture YHT,N,51.74204,-115.56273,Elk
ELK45,sample,20240219,20240221,20240304,45,14-7-2022,12:30:00,Summer,YHT Pasture,N,51.742786,-115.558884,Elk
ELK46,sample,20240207,20240214,20240304,46,16-6-2022,09:20:00,Spring,Bighorn Flats,N,51.73378,-115.53444,Elk
ELK48,sample,20220921,20220928,20221013,48,14-7-2022,12:45:00,Summer,YHT Pasture,N,51.743894,-115.558835,Elk
ELK49,sample,20220921,20220928,20221013,49,16-6-2022,09:20:00,Spring,Bighorn Flats,N,51.73404,-115.53532,Elk
ELK54,sample,20220921,20220928,20221013,54,27-7-2022,11:00:00,Summer,cascade fire road south of scotch,Y,51.625062,-115.828493,Elk
ELK75,sample,20220921,20220928,20221013,75,24-7-2022,15:04:00,Summer,1km east of Scotch pasture,Y,51.667463,-115.816518,Elk
