"","SampleID","SampleType","Ext.date","PCR.date","Seq.date","ID_Number","Date","Time","Season","General_Loc","Lat","Long","Species"
"204","127","sample",20240219,20240221,20240304,"127","2011-01-23",13:30:00,"Winter","Hat Mountain","51.7653412",-115.572843,"BighornSheep"
"205","88","sample",20240219,20240221,20240304,"88","30-3-2023",09:32:00,"Winter","YHT East Bighorn","51.744273",-115.537831,"Elk"
"206","468","sample",20240219,20240221,20240304,"468","2003-08-23",09:55:00,"Summer","Tyrell Flats","51.67348",-115.78662,"Bison"
"207","22ELK","sample",20240219,20240221,20240304,"22","2008-06-22",17:17:00,"Spring","Ya Ha Tinda Pasture","51.742431",-115.560329,"Elk"
"208","136","sample",20240219,20240221,20240304,"136","2006-04-23",13:00:00,"Winter","Middle Panther","51.59742",-115.65441,"Bison"
"209","392","sample",20240219,20240221,20240304,"392","16-6-2023",09:55:00,"Spring","Scotch Pasture","51.6663636",-115.8398089,"Bison"
"210","126","sample",20240219,20240221,20240304,"126","2008-01-23",14:30:00,"Winter","Middle Panther","51.58528",-115.66635,"Bison"
"211","368","sample",20240219,20240221,20240304,"368","17-6-2023",15:15:00,"Spring","Divide","51.716048",-115.9048551,"Moose"
"212","422","sample",20240219,20240221,20240304,"422","2010-07-23",15:00:00,"Summer","N. of Windy","51.55704",-115.77723,"Deer"
"213","395","sample",20240219,20240221,20240304,"395","16-6-2023",09:10:00,"Spring","Scotch Pasture","51.666803",-115.8395286,"Bison"
"214","102","sample",20240219,20240221,20240304,"102","2009-01-23",12:50:00,"Winter","Middle Panther","51.602353",-115.639529,"BighornSheep"
"215","389","sample",20240219,20240221,20240304,"389","16-6-2023",09:40:00,"Spring","Scotch Pasture","51.6654064",-115.8376484,"Bison"
"216","201","sample",20240219,20240221,20240304,"201","2003-04-23",09:00:00,"Winter","YHT East Bighorn","51.739169",-115.533926,"Elk"
"217","394","sample",20240219,20240221,20240304,"394","16-6-2023",09:32:00,"Spring","Scotch Pasture","51.6657687",-115.8383752,"Bison"
"218","340","sample",20240219,20240221,20240304,"340","2002-06-23",13:50:00,"Spring","Minnewanka Dam","51.239816",-115.492051,"BighornSheep"
"219","397","sample",20240219,20240221,20240304,"397","15-6-2023",10:44:00,"Spring","Tyrell Flats","51.6736896",-115.7933788,"Elk"
"220","416","sample",20240219,20240221,20240304,"416","2001-08-23",08:43:00,"Summer","Scotch pasture","51.666098",-115.838625,"Bison"
"221","120","sample",20240219,20240221,20240304,"120","2011-01-23",13:30:00,"Winter","Hat Mountain","51.765337",-115.572079,"BighornSheep"
"222","316","sample",20240219,20240221,20240304,"316","17-5-2023",11:48:00,"Spring","Mare Flats","51.7413997",-115.5742662,"Elk"
"223","52","sample",20240219,20240221,20240304,"52","26-7-2022",12:30:00,"Summer","Divide","51.721733",-115.9324695,"BighornSheep"
"224","115","sample",20240219,20240221,20240304,"115","2008-01-23",14:40:00,"Winter","Middle Panther","51.584729",-115.66608,"Bison"
"225","390","sample",20240219,20240221,20240304,"390","16-6-2023",09:20:00,"Spring","Scotch Pasture","51.6666495",-115.840008,"Bison"
"226","352","sample",20240219,20240221,20240304,"352","2005-07-23",18:58:00,"Spring","Lookout at Two Jack Lake","51.2314105",-115.4962283,"BighornSheep"
"227","66","sample",20240219,20240221,20240304,"66","2010-08-22",11:30:00,"Summer","Tyrell Slopes","51.6835706",-115.8078054,"Bison"
"228","208","sample",20240219,20240221,20240304,"208","2003-04-23",09:36:00,"Winter","YHT East Bighorn","51.739363",-115.532464,"Elk"
"229","370","sample",20240219,20240221,20240304,"370","22-6-2023",09:20:00,"Spring","Cadet Camp","51.2150216",-115.5339187,"Elk"
"230","399","sample",20240219,20240221,20240304,"399","29-06-2023",09:45:00,"Summer","YHT Pasture","51.7403479",-115.5585785,"Elk"
"231","321","sample",20240219,20240221,20240304,"321","20-5-2023",10:00:00,"Spring","Scotch Pasture","51.6657911",-115.8256874,"Bison"
"232","319","sample",20240219,20240221,20240304,"319","16-5-2023",15:00:00,"Spring","Dog Rib Burn","51.664927",-115.4095685,"BighornSheep"
"233","358","sample",20240219,20240221,20240304,"358","27-06-2023",09:34:00,"Summer","Cadet Camp","51.2142666",-115.5357272,"Elk"
"234","64","sample",20240219,20240221,20240304,"64","2008-08-22",14:20:00,"Summer","Tyrell Flats","51.67232",-115.798617,"Bison"
"235","37BHS","sample",20240219,20240221,20240304,"37","2009-06-22",10:20:00,"Spring","Hat Mountain","51.766512",-115.578809,"BighornSheep"
"236","461","sample",20240219,20240221,20240304,"461","27-07-2023",09:40:00,"Summer","YHT Pasture","51.74869",-115.57124,"Elk"
"237","109","sample",20240219,20240221,20240304,"109","2011-01-23",10:30:00,"Winter","YHT Pasture","51.748565",-115.565209,"Elk"
"238","6BIS","sample",20240219,20240221,20240304,"6","2011-05-22",15:45:00,"Spring","Ridge above Tyrell Flats","51.682606",-115.799459,"Bison"
"239","391","sample",20240219,20240221,20240304,"391","17-6-2023",20:00:00,"Spring","Scotch Pasture","51.665109",-115.8295303,"Bison"
"240","104","sample",20240219,20240221,20240304,"104","2009-01-23",14:15:00,"Winter","Middle Panther","51.599497",-115.644248,"Bison"
"241","34BHS","sample",20240219,20240221,20240304,"34","2009-06-22",09:26:00,"Spring","Hat Mountain","51.764649",-115.57352,"BighornSheep"
"242","331","sample",20240219,20240221,20240304,"331","21-5-2023",10:23:00,"Spring","Scotch Meadows","51.6646576",-115.8403485,"Elk"
"243","110","sample",20240219,20240221,20240304,"110","2009-01-23",15:00:00,"Winter","MIddle Panther","51.5984849",-115.6430769,"Bison"
"244","142","sample",20240219,20240221,20240304,"142","30-3-2023",12:09:00,"Winter","YHT East Bighorn","51.740548",-115.535253,"Elk"
"245","139.1","sample",20240219,20240221,20240304,"139.1","2002-06-23",14:50:00,"Spring","Sheep Split","51.171251",-115.699916,"BighornSheep"
"246","315","sample",20240219,20240221,20240304,"315","19-5-2023",09:50:00,"Spring","Scotch Pasture","51.6625072",-115.8381633,"Bison"
"247","124","sample",20240219,20240221,20240304,"124","2011-01-23",13:33:00,"Winter","Hat Mountain","51.7653031",-115.572713,"BighornSheep"
"248","ELK45","sample",20240219,20240221,20240304,"45","14-7-2022",12:30:00,"Summer","YHT Pasture","51.742786",-115.558884,"Elk"
"249","ELK44","sample",20240219,20240221,20240304,"44","13-6-2022",10:20:00,"Spring","Main Pasture YHT","51.74204",-115.56273,"Elk"
"250","87","sample",20240219,20240221,20240304,"87","24-7-2022",13:00:00,"Summer","Dogrib","51.68761",-115.5816,"Elk"
"251","393","sample",20240219,20240221,20240304,"393","16-6-2023",09:25:00,"Spring","Scotch Pasture","51.6666198",-115.8399765,"Bison"
"252","439","sample",20240219,20240221,20240304,"439","29-07-2023",16:08:00,"Summer","Walker's Ridge","51.7366281",-115.5200705,"Elk"
"253","BLA20240429","control",20240429,20240501,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"254","BLA20240611","control",20240611,20240618,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"255","NEG20240501","control",NA,20240501,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"256","POS20240501","control",NA,20240501,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"257","NEG20240618","control",NA,20240618,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"258","POS20240618","control",NA,20240618,20240726,NA,NA,NA,NA,NA,NA,NA,NA
"259","BHS101","sample",20240429,20240501,20240726,"101","2009-01-23",13:05:00,"Winter","Middle Panther","51.6024975",-115.639845,"BighornSheep"
"260","BIS108","sample",20240429,20240501,20240726,"108","2009-01-23",14:45:00,"Winter","Middle Panther","51.599497",-115.644248,"Bison"
"261","BIS112","sample",20240429,20240501,20240726,"112","2009-01-23",14:25:00,"Winter","Middle Panther","51.5990363",-115.6435101,"Bison"
"262","BIS113","sample",20240429,20240501,20240726,"113","2009-01-23",14:40:00,"Winter","Middle Panther","51.599041",-115.6435443,"Bison"
"263","BIS116","sample",20240429,20240501,20240726,"116","2008-01-23",14:30:00,"Winter","Middle Panther","51.58518",-115.66635,"Bison"
"264","BIS130","sample",20240429,20240501,20240726,"130","17-02-2023",12:50:00,"Winter","Middle Panther","51.582551",-115.677286,"Bison"
"265","BIS131","sample",20240429,20240501,20240726,"131","17-02-2023",13:00:00,"Winter","Panther Valley","51.582551",-115.677286,"Bison"
"266","BHS143","sample",20240429,20240501,20240726,"143","15-3-2023",14:40:00,"Winter","Labyrinth Burn","51.670889",-115.430409,"BighornSheep"
"267","BHS149","sample",20240429,20240501,20240726,"149","15-3-2023",14:10:00,"Winter","Labyrinth Burn","51.669737",-115.426943,"BighornSheep"
"268","BHS150","sample",20240429,20240501,20240726,"150","15-3-2023",14:35:00,"Winter","Labyrinth Burn","51.670937",-115.430244,"BighornSheep"
"269","BIS355","sample",20240611,20240618,20240726,"355","2024-02-25",12:00:00,"Winter","Panther East Jct Trail","51.59199",-115.655437,"Bison"
"270","BIS372","sample",20240611,20240618,20240726,"372","2024-02-25",12:55:00,"Winter","Middle Panther","51.591958",-115.656735,"Bison"
"271","WTD374","sample",20240611,20240618,20240726,"374","2024-05-21",17:40:00,"Spring","Scotch SW Corner","51.66305",-115.83864,"Deer"
"272","WTD379","sample",20240611,20240618,20240726,"379","2024-05-24",10:20:00,"Spring","Old buffalo paddock","51.200887",-115.550786,"Deer"
"273","BIS380","sample",20240611,20240618,20240726,"380","2024-02-25",13:00:00,"Winter","Panther East Jct Trail","51.591878",-115.656766,"Bison"
"274","BIS411","sample",20240611,20240618,20240726,"411","2023-10-18",14:24:00,"Winter","Tyrell","51.539728",-115.730763,"Bison"
"275","BIS419","sample",20240611,20240618,20240726,"419","2024-01-26",08:30:00,"Winter","Scotch","51.662614",-115.840313,"Bison"
"276","BIS427","sample",20240611,20240618,20240726,"427","2024-01-26",NA,"Winter","Scotch","51.667096",-115.835224,"Bison"
"277","BIS432","sample",20240611,20240618,20240726,"432","2023-10-18",14:20:00,"Winter","Tyrell","51.673731",-115.794268,"Bison"
"278","BIS435","sample",20240611,20240618,20240726,"435","2020-03-15",NA,"Winter","Tyrell","51.673439",-115.784154,"Bison"
"279","DEER449","sample",20240611,20240618,20240726,"449","2024-05-24",09:15:00,"Spring","Cadet Camp","51.2142087",-115.5358315,"Deer"
"280","MD452","sample",20240611,20240618,20240726,"452","2024-05-23",11:00:00,"Spring","Carrot Creek","51.15401",-115.40256,"Deer"
"281","WTD456","sample",20240611,20240618,20240726,"456","2024-05-24",10:00:00,"Spring","Old buffalo paddock","51.199426",-115.551209,"Deer"
"282","BIS462","sample",20240611,20240618,20240726,"462","2020-02-27",NA,"Winter","Scotch","51.667395 ",-115.837357,"Bison"
"283","BIS464","sample",20240611,20240618,20240726,"464","2021-01-12",NA,"Winter","Scotch","51.662614",-115.840313,"Bison"
"284","BIS466","sample",20240611,20240618,20240726,"466","2023-11-10",10:35:00,"Winter","Middle Panther","51.588116",-115.654163,"Bison"
"285","BIS470","sample",20240611,20240618,20240726,"470","2020-02-28",NA,"Winter","Scotch","51.664324",-115.832317,"Bison"
